"id","nombre_producto","fecha_creacion","fecha_actualizacion_producto","precio_costo_producto","precio_venta_producto","stock"
2634,"ADAPTADOR CPVC 3/4""","2022-08-04 15:44:35.7372","2022-08-04 15:44:35.737205","1.7","3.5","1"
2635,"TRAMPA PARA LAVADERO LIMAPLAST","2022-08-04 15:50:49.200939","2022-08-04 15:50:49.200947","1","12","1"
2636,"CAÑO PLASTICO AZUL","2022-08-04 16:05:31.823007","2022-08-04 16:05:31.823013","1","8.5","0"
2639,"TUBO 1/2"" S/R PLASTICA","2022-08-04 16:28:54.495368","2022-08-04 16:28:54.495373","1","15","1"
2571,"CURVA 1"" LUZ","2022-08-02 13:51:46.133267","2022-08-02 13:51:46.133278","1","1.5","-4"
2573,"PLASTICO REVERSIBLE 1.5MT ANCHO","2022-08-03 13:53:40.393812","2022-08-03 13:53:40.39382","1","5","-37.5"
2620,"CAL DE OBRA POR 1 KG","2022-08-04 14:35:13.857231","2022-08-04 14:35:13.857236","1","1","-9"
2616,"ARENA FINA BOLSA","2022-08-04 13:50:29.818183","2022-08-04 13:50:29.818189","1","5","-10"
785,"CURVA 3/4"" LUZ - BLANCO PLASTICA","2022-07-21 15:40:22.741231","2022-07-21 15:40:22.741237","0.3","0.8","-855"
1770,"PINTURA LATEX BLANCO 1 GLN. TAMSA","2022-07-21 15:40:26.652676","2022-09-02 21:05:33.053497","12","16","4"
2575,"CLAVO DE ACERO 2"" ","2022-08-03 14:47:06.755876","2022-08-03 14:47:06.755885","0.1","0.25","-1"
2631,"CINTA TEFLON CPVC","2022-08-04 15:07:01.758268","2022-08-04 19:59:02.404304","1","2.5","-3"
2619,"CEMENTO X KL","2022-08-04 14:20:42.419685","2022-08-04 14:20:42.419692","1","1","-46"
2192,"TEE 4x4 DESAGUE PLASTICA","2022-07-21 15:40:28.186562","2022-08-03 21:35:26.442891","9.31","14","0"
2638,"TUBO 1/2"" S/R PLASTICA","2022-08-04 16:28:52.81114","2022-08-04 16:28:52.811146","1","15","-1"
2693,"TOMACORRIENTE COLGANTE","2022-08-05 15:59:09.617166","2022-08-05 15:59:09.617175","1","2.5","0"
2683,"QUITASARRO HARPIC 1L","2022-08-05 14:32:35.985235","2022-08-05 14:32:35.985242","1","24","0"
458,"CARRETILLA CON ARENA FINA","2022-07-21 15:40:21.437377","2022-08-05 14:49:56.645458","1","10","-18"
2644,"PERNO PARA CALAMINA- (8UND)","2022-08-04 19:45:40.189059","2022-08-04 19:45:40.189065","1","3","-4"
2684,"LIJA FIERRO METAL 40 ASALITE","2022-08-05 14:58:23.393168","2022-08-05 14:58:23.393176","1","3.5","1"
2645,"PERNO FIJADOR DE  TANQUE","2022-08-04 19:58:04.862291","2022-08-04 19:58:04.862297","1","4","1"
2643,"LLAVE MANDRIL 13 MM UJUSTOOLS","2022-08-04 19:24:09.428303","2022-08-04 19:24:09.428314","1","7","-1"
2697,"ARENA FINA M3 PLAYA","2022-08-05 16:04:50.875044","2022-08-05 16:04:50.875052","1","80","-1"
2646,"BUSHING BRONCE 1/2""","2022-08-04 20:03:40.286903","2022-08-04 20:07:24.267439","3.5","1","12"
2640,"PEGAMENTO 1/16 ML-OATEY AZUL","2022-08-04 16:31:53.167072","2022-08-05 15:29:44.305519","1","21","0"
2647,"CAÑO TURKIYE BLANCO-PLASTICO","2022-08-04 20:21:55.10826","2022-08-04 20:21:55.108266","1","10","1"
2649,"PERNO EXAGONAL 1/4 X 3 C/TUERCA","2022-08-04 21:39:25.761366","2022-08-06 14:54:59.413057","1","1","1"
2659,"PERNO EXAGONAL 1/4 X 3 1/2 C/TUERCA","2022-08-05 13:18:08.195067","2022-08-06 14:55:18.844808","1","1","1"
2652,"CODO 4-2 PLASTICA","2022-08-04 21:56:36.569162","2022-08-04 21:56:36.569171","1","11","0"
2653,"PINTURA TAMSA GRIS CLARO","2022-08-04 22:02:10.682225","2022-08-04 22:02:10.682232","1","16","0"
2654,"PINTURA TAMSA BLANCO HUMO","2022-08-04 22:02:29.974951","2022-08-04 22:02:29.974958","1","16","0"
2655,"PLANCHA PARA EMPASTAR ADRIANO","2022-08-04 22:04:17.229829","2022-08-04 22:04:17.229838","1","15","0"
2656,"CINTA MASKINTAPE 550 PEGAFAN ","2022-08-04 22:24:05.792804","2022-08-04 22:24:05.792812","1","6.5","0"
2657,"TIRAFON 1/4 X 1 1/2""","2022-08-04 22:33:29.798072","2022-08-04 22:33:29.798079","1","0.5","-3"
2658,"SUPER GLUE","2022-08-04 22:42:11.614477","2022-08-04 22:42:11.614484","1","2","0"
941,"FOCO AHORRADOR 18W 2UÑAS PHELIX","2022-07-21 15:40:23.383306","2022-07-21 15:40:23.38331","3","0","-1"
2650,"ARANDELA 1/4","2022-08-04 21:39:43.739717","2022-08-04 21:39:43.739726","1","0.2","-73"
2660,"GRAPA P/CABLE NRO 7","2022-08-05 13:23:05.945075","2022-08-05 13:23:05.945082","1","7","0"
2661,"INTERRUPTOR DOBLE EMP. EUROLUZ","2022-08-05 14:07:53.786081","2022-08-05 14:07:53.786087","2","8","1"
2663,"INTERRUPTOR TRIPLE EMP. EUROLUZ","2022-08-05 14:09:12.011576","2022-08-05 14:09:12.011586","1","13","1"
2664,"PULSADOR TIMBRE EMP. EUROLUZ","2022-08-05 14:10:16.680968","2022-08-05 14:10:16.680973","1","6.5","1"
2665,"PINTURA TAMSA BLANCO","2022-08-05 14:11:26.049915","2022-08-05 14:11:26.049921","1","16","0"
2666,"TOMACORRIENTE SIMPLE EMP. BTICINO","2022-08-05 14:19:00.077765","2022-08-05 14:19:00.077772","10","12.5","1"
2667,"TOMACORRIENTE DOBLE EMP. BTICINO","2022-08-05 14:19:46.529347","2022-08-05 14:19:46.529354","14","17","1"
2668,"TOMACORRIENTE TRIPLE EMP. BTICINO","2022-08-05 14:20:19.9605","2022-08-05 14:20:19.960507","19","24","1"
2669,"TOMACORRIENTE MIXTO EMP. BTICINO","2022-08-05 14:20:54.189912","2022-08-05 14:20:54.189918","1","1","1"
2672,"INTERRUPTOR TRIPLE EMP. BTICINO","2022-08-05 14:24:12.789893","2022-08-05 14:24:12.7899","1","1","1"
2673,"PULSADOR TIMBRE EMP. BTICINO ","2022-08-05 14:24:55.454933","2022-08-05 14:24:55.454939","1","13","1"
2676,"CABLE #10 INDECO","2022-08-05 14:29:27.97776","2022-08-05 14:29:27.977766","1","4.5","1"
2677,"CABLE #08 INDECO","2022-08-05 14:29:38.553645","2022-08-05 14:29:38.553652","1","7","1"
2678,"CABLE #14 INDECO-ROLLO","2022-08-05 14:29:58.328688","2022-08-05 14:29:58.328694","1","170","1"
2679,"CABLE #12 INDECO-ROLLO","2022-08-05 14:30:09.825825","2022-08-05 14:30:09.825831","1","240","1"
2680,"CABLE #12 INDECO-ROLLO","2022-08-05 14:30:12.970234","2022-08-05 14:30:12.970239","1","240","1"
2681,"CABLE #10 INDECO-ROLLO","2022-08-05 14:30:23.804412","2022-08-05 14:30:23.804418","1","410","1"
2682,"CABLE #08 INDECO-ROLLO","2022-08-05 14:30:35.464493","2022-08-05 14:30:35.464499","1","670","1"
2686,"LIJA DE MADERA 120 ASALITE","2022-08-05 15:03:44.857505","2022-08-05 15:03:44.85751","1","2.2","1"
2689,"MALLA CELOSILLA AZUL 1.20M","2022-08-05 15:13:58.156391","2022-08-05 15:13:58.156396","1","7","1"
2690,"CELOSILLA 90 CM ","2022-08-05 15:14:26.491433","2022-08-05 15:14:26.49144","1","6","1"
2648,"CEMENTO 1/2 BLS","2022-08-04 20:54:03.912219","2022-08-04 20:54:03.912226","1","14","-2"
2699,"ENCHUFE NEGRO ECONOMICO","2022-08-05 16:51:33.508285","2022-08-05 16:54:20.100988","1","1","-1"
690,"CODO 45º 2"" DESAGUE PAVCO","2022-07-21 15:40:22.377054","2022-10-05 20:02:59.220753","1.8","3","198"
2674,"CABLE #14 INDECO","2022-08-05 14:29:03.478385","2022-08-05 14:29:03.47839","1","2","-21"
2701,"ENCHUFE PESADO PLANO","2022-08-05 16:53:27.562055","2022-08-05 16:53:27.562061","1","3","0"
2687,"LIJA DE MADERA 80 ASALITE","2022-08-05 15:04:18.442676","2022-09-14 20:58:35.840554","1.46","2.8","40"
2696,"ARENA FINA M3 (PLAYA)","2022-08-05 16:04:50.808767","2022-08-05 16:05:16.549192","1","80","0"
2698,"PANDERETA LISA KALLPA (UND)","2022-08-05 16:34:06.338076","2022-08-05 16:34:06.338082","1","0.7","1"
2702,"ENCHUFE PESADO REDONDO","2022-08-05 16:53:40.206873","2022-08-05 16:53:40.206881","1","3","1"
2685,"LIJA DE MADERA 40 ASALITE ","2022-08-05 15:03:26.023961","2022-08-05 15:03:26.023967","1","3","0"
2704,"LLAVE MIXTA 12MM	","2022-08-05 17:33:11.2567","2022-08-05 17:33:11.256705","1","1","1"
2705,"LLAVE MIXTA 9MM	","2022-08-05 17:33:20.414453","2022-08-05 17:33:20.414461","1","1","1"
2706,"THINNER EXTRAFUERTE NOVACERAM LT","2022-08-05 17:34:01.697143","2022-08-05 17:34:01.697151","8.5","11.5","12"
2707,"THINNER EXTRAFUERTE NOVACERAM GLN","2022-08-05 17:34:18.359092","2022-08-05 17:34:18.359097","21.5","26","6"
2710,"TOMA CORRIENTE SIMPLE EUROLUZ","2022-08-05 20:02:26.306424","2022-08-05 20:02:26.30643","1","4.5","1"
2711,"TOMA CORRIENTE SIMPLE VISIBLE","2022-08-05 20:02:50.83777","2022-08-05 20:02:50.837776","1","3","1"
2692,"INTERRUPTOR SIMPLE COLGANTE","2022-08-05 15:58:29.40295","2022-08-05 20:03:19.557107","1","3","1"
2712,"SERRUCHO HAND SAW ","2022-08-05 20:07:10.048592","2022-08-05 20:07:10.048609","1","16","0"
2708,"CABLE PARA TV","2022-08-05 19:51:41.540754","2022-08-05 19:51:41.540761","1","1.1","-9"
2695,"FOCO LED ASHUN 20 WATT","2022-08-05 16:01:14.206576","2022-08-05 16:01:14.206583","1","15","-1"
2651,"LADRILLO KING KONG RUSTICO ","2022-08-04 21:45:10.347254","2022-08-06 16:25:12.213596","1","0.8","-299"
2642,"CAÑO ROJO ECONOMICO","2022-08-04 17:17:49.351539","2022-08-04 17:17:49.351548","1","1","8"
2662,"INTERRUPTOR SIMPLE EMP. EUROLUZ","2022-08-05 14:08:41.810965","2022-08-05 14:08:41.810971","2","4.5","0"
2675,"CABLE #12 INDECO","2022-08-05 14:29:18.153581","2022-08-16 15:13:15.655479","1","3","1"
2703,"ENCHUFE INDUSTRIAL NEGRO","2022-08-05 16:56:50.842633","2022-08-05 16:56:50.842641","1","6","-2"
2671,"INTERRUPTOR SIMPLE EMP. BTICINO","2022-08-05 14:23:42.392716","2022-08-05 14:23:42.392721","9.5","13","0"
2670,"WALL SOQUET EMP. BTICINO","2022-08-05 14:21:27.860156","2022-08-19 16:46:20.510082","6","9","1"
2694,"SOCATE COLGANTE","2022-08-05 15:59:35.542592","2022-08-19 21:40:17.31824","1","2.5","1"
2188,"TEE 4x2 DESAGUE PAVCO","2022-07-21 15:40:28.171284","2022-09-22 22:14:50.183292","8.15","13","53"
39,"ADAPTADOR 1/2"" CPVC PAVCO","2022-07-21 15:40:19.780928","2022-07-21 15:40:19.780934","1.11","2.5","-20"
2713,"CAJA CLAVO ACERO 2 1/2","2022-08-05 20:17:32.865137","2022-08-05 20:17:32.865143","1","15","0"
2715,"CONCHO BASE 1/2 VIAJE","2022-08-05 20:22:46.167079","2022-08-05 20:22:46.167085","1","100","-3"
2795,"PEGAMENTO OATEY AZUL 1/64 59 ML","2022-08-09 14:06:03.946563","2022-10-05 20:48:16.010001","4.65","7","23"
2717,"VISAGRA 1"" (PAR)","2022-08-05 21:03:40.980255","2022-08-05 21:03:40.980264","1","1.8","-34"
2709,"UNION P/CABLE","2022-08-05 19:51:53.678863","2022-08-05 21:19:44.165261","1","2","1"
236,"PAR BISAGRA FIJA 4 ""X 4 "" SIGMA","2022-07-21 15:40:20.5681","2022-09-14 17:10:17.986584","5.33","6.5","18"
2719,"ARANDELA 5/32","2022-08-05 21:47:55.883104","2022-08-05 21:47:55.88311","1","0.15","-11"
2720,"FOCO SMARTCHARGE 80%","2022-08-05 21:53:28.359983","2022-08-05 21:53:28.359989","1","15","0"
2721,"CAÑO PICO DE GANZO CORRUGADO","2022-08-05 22:06:43.630684","2022-08-05 22:06:43.630691","1","40","1"
2803,"PIEDRA CHANCADA 1/2"" X M3","2022-08-09 17:07:56.859452","2022-10-07 14:48:33.377745","1","90","1"
2723,"STOVE BOLTS 5/32 X 3/4","2022-08-05 22:28:15.299834","2022-08-05 22:28:15.299842","1","0.1","1"
2724,"TUERCA 5/32","2022-08-05 22:29:13.311368","2022-08-05 22:29:13.311378","1","0.2","-1"
2756,"TORNILLO 1""","2022-08-06 13:20:05.418632","2022-08-06 13:20:05.418639","1","0.3","-5"
2757,"ACE INDUSTRIAL","2022-08-06 13:32:50.21299","2022-08-06 13:32:50.212998","1","7","1"
2761,"CONEXION P/LAVADERO","2022-08-06 15:18:31.881448","2022-08-06 15:18:31.881453","1","1","1"
2759,"LAVADERO GRANDE","2022-08-06 15:17:47.003146","2022-08-06 15:17:47.003152","1","140","0"
2781,"LLAVE TERMICA 25 AMP","2022-08-08 19:22:36.125369","2022-08-08 19:22:36.125376","1","22","0"
2763,"NIPLE 1 1/2 X 3","2022-08-06 15:43:31.866245","2022-08-06 15:43:31.866251","1","3","0"
2760,"LAVADERO GRANDE","2022-08-06 15:17:48.300678","2022-08-06 15:17:48.300684","1","140","0"
2762,"LLANTA P/CARRETILLA COMPLETA","2022-08-06 15:20:29.967383","2022-08-06 15:20:29.96739","1","1","-1"
1522,"NYLON NRO 50","2022-07-21 15:40:25.746776","2022-08-25 20:38:30.734511","3.3","6.5","1"
2765,"TORNILLO 4.5 X 60","2022-08-06 16:15:23.854798","2022-08-06 16:15:23.854804","1","0.3","-3"
2769,"PEGAMENTO BLANCO EXTRAFUERTE-P/PORCELANATO","2022-08-06 16:55:08.092774","2022-08-10 20:05:34.664144","1","26","1"
2758,"ACE INDUSTRIAL 1K","2022-08-06 13:32:55.096778","2022-08-20 13:33:57.791257","1","8","1"
2799,"CODO 4-2 PAVCO","2022-08-09 15:34:54.682901","2022-08-09 15:34:54.682906","1","14.5","-3"
2772,"CODO 45° 1/2 HECHIZO","2022-08-08 14:12:08.124138","2022-08-08 14:12:08.124144","1","2","1"
2813,"TAPON REJILLA 3"" CROMADO","2022-08-10 15:16:01.467815","2022-08-16 14:21:59.60879","1","8.5","1"
2773,"RODOPLAST MARMOL 8.5","2022-08-08 15:02:18.746324","2022-08-08 15:02:18.74633","1","4","1"
2774,"TUBO AGUA 3/4 S/R NICOLL","2022-08-08 15:19:54.505684","2022-08-08 15:19:54.50569","1","22","-3"
2775,"TUBO 3"" MACHECSA","2022-08-08 15:35:26.08149","2022-08-08 15:35:26.081497","1","23","1"
2804,"LLANTA P/CARRETILLA","2022-08-09 20:22:23.993383","2022-08-09 20:22:23.993389","1","47","0"
2340,"TUBO 4 DESAGUE FANAPLAST","2022-07-21 15:40:28.749944","2022-07-21 15:40:28.749948","17.5","23","-4"
2777,"TUBO 2"" FANAPLAST","2022-08-08 16:06:15.631948","2022-08-08 16:06:15.631954","1","14","-3"
2778,"VISAGRA 3 1/2 (PAR)","2022-08-08 17:11:29.736262","2022-08-08 17:11:29.73627","1","4.5","1"
2785,"SOCATE EMPOTRABLE","2022-08-08 21:01:10.241263","2022-08-08 21:01:10.241268","1","5","1"
2725,"TUERCA 5/32","2022-08-05 22:29:14.661898","2022-08-05 22:29:14.661905","1","0.2","-4"
2807,"TORNILLO SPACK 4 X 30 ","2022-08-09 21:30:40.202035","2022-08-09 21:30:40.202041","1","0.2","-11"
2770,"LADRILLO KING KONG 18H KALLPA","2022-08-08 13:44:26.029283","2022-09-02 16:14:04.77715","0.65","0.78","2500"
2786,"PINTURA TAMSA FRESA","2022-08-08 21:56:15.581657","2022-08-08 21:56:15.581663","1","16","0"
2789,"SPORLIGHT","2022-08-08 22:24:17.160723","2022-08-08 22:24:17.160728","1","5.5","-1"
2788,"CAÑO DE BRONCE 1/2"" BOTADERO","2022-08-08 22:19:21.9686","2022-08-08 22:19:21.968606","1","15","0"
2790,"PATA DE CARRETILLA","2022-08-08 22:25:18.505842","2022-08-08 22:25:18.505848","1","35","0"
2718,"TUERCA 1/4","2022-08-05 21:47:41.252428","2022-08-05 21:47:41.252434","1","0.15","-27"
2792,"CANDADO 38MM","2022-08-08 23:06:51.008132","2022-08-08 23:06:51.008137","1","5","1"
2793,"FRAGUA VERDE","2022-08-09 14:02:36.501669","2022-08-09 14:02:36.501707","1","7","1"
2794,"FRAGUA VERDE PARA PORCELANA 1K","2022-08-09 14:03:27.222601","2022-08-09 14:03:27.22261","1","7","0"
2798,"CERRADURA POMO BL-40 CANTOL","2022-08-09 15:30:34.213234","2022-08-09 15:30:34.21324","1","42","-1"
2791,"PEGAMENTO TRANSPARENTE OATEY 118 ML (1/32)","2022-08-08 22:41:37.030081","2022-08-13 19:44:10.763799","1","13","1"
2796,"LLAVE 4","2022-08-09 14:58:35.587859","2022-08-09 14:58:35.587865","1","2","0"
2797,"LLAVE 6","2022-08-09 14:58:48.36411","2022-08-09 14:58:48.364119","1","3","0"
1319,"LLAVE DE PASO 1/2"" METAL CINVAL","2022-07-21 15:40:24.924565","2022-08-09 13:27:53.307636","1","36","0"
2771,"THINER","2022-08-08 13:57:45.701354","2022-08-08 13:57:45.701361","1","2","-2"
2776,"ABRAZADERA P/TUBO LUZ  3/4","2022-08-08 15:57:32.68172","2022-08-08 15:57:32.681726","1","0.8","-13"
2800,"TORNILLO TIPO SPACK 5X25","2022-08-09 15:55:27.323373","2022-08-09 15:55:27.323379","1","0.25","-5"
2801,"LLAVE DE PASO COMPLETA","2022-08-09 15:57:46.357984","2022-08-09 15:57:46.357991","1","24","0"
2802,"LLAVE TIPO TEE CYA","2022-08-09 16:10:26.012507","2022-08-09 16:10:26.012516","1","15","0"
2766,"FLETE","2022-08-06 16:41:16.973","2022-08-06 16:41:16.973006","1","8","-5"
2787,"VALVULA INDUSTRIAL GASPER","2022-08-08 21:56:29.764902","2022-08-08 21:56:29.764907","1","15","-1"
2805,"TAPON P/LAVADERO","2022-08-09 21:14:33.67349","2022-08-09 21:14:33.673499","1","2","0"
430,"CAÑO PICO DE GANZO ACRILICO FAVINSA","2022-07-21 15:40:21.324444","2022-08-05 22:06:12.407619","1","30","0"
2808,"RASHEL","2022-08-09 21:43:42.034998","2022-08-09 21:44:41.144193","1","12","1"
2809,"GRAPA 6 ","2022-08-09 21:49:17.194647","2022-08-09 21:49:17.194654","1","7","0"
2810,"CORDEL","2022-08-10 13:24:50.148789","2022-08-10 13:24:50.148795","1","1.5","1"
2722,"CONECTOR DE INTERNET CRJ75","2022-08-05 22:14:26.683791","2022-08-05 22:14:26.683799","1","1","-4"
2811,"REGLA  ALUMINIO PESADA","2022-08-10 14:05:16.001163","2022-08-10 14:05:16.001169","1","140","0"
2812,"ESCOBA LORITO","2022-08-10 14:21:37.978663","2022-08-10 14:27:03.307619","1","14","1"
2716,"ARENA GRUESA 1/2 VIAJE","2022-08-05 20:23:34.896695","2022-08-05 20:23:34.896701","1","100","-1"
2814,"REJILLA 3"" DESAGUE","2022-08-10 15:19:46.922491","2022-08-10 15:19:46.922498","1","8.5","0"
2815,"WINCHA ADRIANO 5M","2022-08-10 15:54:49.421919","2022-08-10 15:54:49.421925","1","8","0"
2817,"CODO 45° 1 1/4-PAVCO","2022-08-10 16:57:06.863746","2022-08-10 16:57:06.863753","1","1","1"
2818,"VALVULA 1 1/4","2022-08-10 16:58:28.833913","2022-08-10 16:58:28.833922","1","1","1"
2764,"TAPON 2"" DESAGUE","2022-08-06 15:57:10.83646","2022-08-06 15:57:10.836467","1","2.5","-2"
734,"CODO 90º 4"" DESAGUE PAVCO","2022-07-21 15:40:22.559927","2022-10-05 20:02:25.98936","8","10","50"
2782,"CERROJO SANSON JUNIOR 2 1/2""","2022-08-08 19:48:20.517876","2022-08-18 20:30:53.241546","1","3","1"
2806,"TOMA.TRIPLE COLGANTE CELUX","2022-08-09 21:28:25.125651","2022-08-09 21:28:25.125658","1","8","-3"
2779,"PAR BISAGRA FIJA 3 ""X 3 "" SIGMA","2022-08-08 17:11:36.267169","2022-10-05 21:09:12.965389","2.54","5","12"
2816,"TUBO 1 1/4- C/R PAVCO","2022-08-10 16:56:34.984631","2022-08-10 16:59:22.796833","1","68","1"
2819,"PERNO EXAGONAL 1/4 X 2 1/2""","2022-08-10 19:17:20.05894","2022-08-10 19:17:20.058947","1","1","-3"
2821,"ESTRIBO 18 X18","2022-08-10 19:42:48.639934","2022-08-10 19:42:48.639941","1","28","1"
2820,"ADOBE 1M","2022-08-10 19:41:45.619342","2022-08-10 19:41:45.619349","1","330","0"
2822,"CINTA PASACABLE METAL 15 M","2022-08-10 20:11:28.689522","2022-08-10 20:11:28.689528","1","18","0"
2823,"FOCO 9W-PHELIX","2022-08-10 21:36:19.941463","2022-08-10 21:36:19.941469","1","7","0"
2865,"SERRUCHO STANLEY","2022-08-15 14:27:28.144845","2022-08-15 14:27:28.144852","1","25","1"
2825,"CARRETILLA LIVIANA","2022-08-10 22:19:48.762007","2022-08-10 22:19:48.762014","1","160","1"
2826,"CARRETILLA PESADA","2022-08-10 22:20:01.693022","2022-08-10 22:20:01.693027","1","180","1"
2879,"CAÑO JARDINERO DIFESA ROJO PESADO","2022-08-15 15:57:07.354847","2022-08-15 15:57:07.354854","1","15","-2"
2824,"ARANDELA 3/16","2022-08-10 21:56:27.279694","2022-08-10 21:56:27.279701","1","0.1","-4"
2828,"FOCO 25 WATSS REDONDO ASHUN","2022-08-10 22:42:39.343684","2022-08-10 22:42:39.34369","1","25","0"
2829,"CAÑO JARDINERO CYMBAL 1/2""","2022-08-10 22:51:03.107336","2022-08-10 22:51:03.107344","1","35","1"
2830,"SPLITER 2 SALIDAS","2022-08-10 22:53:52.880656","2022-08-10 22:53:52.880664","1","6.5","0"
2831,"1M3 ZARANDEADO","2022-08-11 13:21:23.226743","2022-08-11 13:21:23.226752","1","60","0"
2832,"ATOMIZADOR","2022-08-11 14:38:48.118537","2022-08-11 14:38:48.118544","1","4","0"
2833,"CAJA CLAVO ACERO 2""","2022-08-11 15:15:04.160804","2022-08-11 15:15:04.160815","1","15","0"
2834,"TORNILLO 6X70","2022-08-11 16:03:12.911181","2022-08-11 16:03:12.911189","1","0.7","-7"
2835,"RADAR","2022-08-11 16:25:25.934015","2022-08-11 16:25:25.934024","1","20","1"
2836,"UNION 1-3/4","2022-08-11 16:26:05.395586","2022-08-11 16:26:05.395592","1","1","1"
2837,"ADAPTADOR 1-3/4","2022-08-11 16:26:30.591915","2022-08-11 16:26:30.59192","1","1","1"
2838,"LOZETA 2X2 PQT","2022-08-11 19:10:53.261005","2022-08-11 19:10:53.261011","1","3","0"
2768,"HORMIGON BASE 1/2 VIAJE","2022-08-06 16:47:52.830174","2022-10-07 14:50:16.996231","1","100","0"
2866,"FORMON","2022-08-15 14:38:35.797952","2022-08-15 14:38:35.79796","1","12","1"
2876,"LISTONES 1 1/2"" X 2""","2022-08-15 15:29:52.426658","2022-08-15 15:29:52.426666","1","11","1"
2842,"CERROJO SANSON GRANDE 6""","2022-08-11 21:16:46.580073","2022-08-11 21:16:46.580079","1","10","-1"
2843,"CANDADO 50 MM ADRIANO","2022-08-11 21:17:57.422028","2022-08-11 21:17:57.422035","1","10","0"
2844,"TORNILLO SPACK 6X60","2022-08-11 22:09:55.746416","2022-08-11 22:09:55.746423","1","0.8","-14"
2845,"WINCHA 5M KAMASA","2022-08-11 22:37:08.573938","2022-08-11 22:37:08.573945","1","10","1"
2846,"ESPATULA 3"" KAMASA","2022-08-12 13:18:45.211287","2022-08-12 13:18:45.211294","1","5.5","0"
2005,"RESISTENCIA LORENZETTI PEINE","2022-07-21 15:40:27.507955","2022-10-07 16:40:20.617598","10","17","100"
2849,"LADRILLO KING KONG (1/2 MILLAR)","2022-08-12 16:23:43.902145","2022-08-12 16:24:30.445634","1","330","1"
2850,"LADRILLO PASTELERO 1M","2022-08-12 17:04:09.268295","2022-08-12 17:04:09.268301","1","2600","1"
2851,"TAPA DE AGUA-PLASTICO","2022-08-12 21:36:32.829859","2022-08-12 21:36:32.829868","1","35","1"
2853,"LADRILLO TECHO HUECO 12X30","2022-08-13 15:36:53.975285","2022-08-13 15:36:53.975292","1","2950","1"
2855,"SPLITER SCIENTIFIC 02 ENTRADAS","2022-08-13 19:47:10.816636","2022-08-13 19:47:10.816646","5","6.5","1"
2856,"SPLITER SCIENTIFIC 03 ENTRADAS","2022-08-13 19:47:44.035841","2022-08-13 19:47:44.035846","6.5","9","1"
2857,"SPLITER SCIENTIFIC 04 ENTRADAS","2022-08-13 19:48:12.562668","2022-08-13 19:48:12.562675","7.5","12","1"
2858,"SPLITER SCIENTIFIC 06 ENTRADAS","2022-08-13 19:48:41.479941","2022-08-13 19:48:41.479947","15","20","1"
2859,"SPLITER SCIENTIFIC 08 ENTRADAS","2022-08-13 19:49:09.781704","2022-08-13 19:49:09.781712","16","24","1"
2860,"PUNTA 1""","2022-08-13 20:18:20.835612","2022-08-13 20:18:20.835619","1","8","1"
2861,"COLA SINTETICA GLN.NOVACERAM","2022-08-13 20:26:10.454578","2022-08-13 20:26:10.454584","1","18","1"
2862,"CORDEL #50","2022-08-15 14:20:12.440381","2022-08-15 14:20:12.440389","1","5.5","1"
2863,"TIRALINEA","2022-08-15 14:22:34.166939","2022-08-15 14:22:34.166949","1","15","1"
2864,"GRUÑA DE CENTRO","2022-08-15 14:26:07.452665","2022-08-15 14:26:07.452671","1","7","1"
2868,"ESCOBA ITALIANA","2022-08-15 14:51:49.271008","2022-08-15 14:51:49.271016","1","13","1"
2877,"FROTACHO 27 X 18 HUARANGO","2022-08-15 15:49:28.170894","2022-08-15 15:49:28.1709","14","17","1"
854,"DISCO PARA MADERA 4 1/2"" AMARILLO","2022-07-21 15:40:23.035318","2022-07-21 15:40:23.035323","6","12","-10"
2870,"TACHUELAW","2022-08-15 14:58:18.820972","2022-08-15 14:58:18.82098","1","3","1"
2871,"TACHUELAS","2022-08-15 14:58:29.342768","2022-08-15 14:58:29.342774","1","3","0"
2878,"ESCOBA ESPAÑOLA GRANDE ","2022-08-15 15:55:14.429121","2022-08-15 15:55:14.429128","10","15","1"
2847,"PLANCHA PARA PULIR ADRIANO","2022-08-12 13:20:49.514029","2022-08-12 13:20:49.514037","1","15","-1"
1305,"LISTONES 2 x 2 x 3 MT ROBLE","2022-07-21 15:40:24.87689","2022-08-15 15:08:48.844232","1","15","1"
2872,"PISO DE JEBE","2022-08-15 15:12:28.695367","2022-08-15 15:12:28.695375","1","20","0"
2874,"SECADOR MICROFIBRA","2022-08-15 15:17:30.651543","2022-08-15 15:17:30.651552","1","7.5","1"
1147,"JALADOR DE AGUA 50 CM","2022-07-21 15:40:24.233105","2022-08-15 15:23:01.030946","10","15","0"
2873,"SECADOR MICROFIBRA","2022-08-15 15:16:47.711533","2022-08-15 15:16:47.711539","1","7.5","0"
2875,"DISCO FIERRO 9""","2022-08-15 15:25:31.513232","2022-08-15 15:28:43.105482","1","16","1"
1263,"LIJA FIERRO METAL 80 ASALITE","2022-07-21 15:40:24.70257","2022-07-21 15:40:24.702574","1.68","0","-4"
2880,"CERA","2022-08-15 16:09:22.508938","2022-08-15 16:09:22.508946","1","4.8","-1"
2881,"TUBO 1 1/4-1M","2022-08-15 16:41:08.921819","2022-08-15 16:41:08.921829","1","14","1"
2882,"TUBO 1 1/2""-1M","2022-08-15 16:41:43.280122","2022-08-15 16:41:43.280129","1","14","0"
